Order_ID,Platform,Order_Date,Order_Time,City,Zone,Restaurant_Name,Cuisine,Order_Value_INR,Distance_km,Prep_Time_min,Expected_Time_min,Delivery_Time_min,Delay_min,Delivery_Status,Traffic_Level,Weather,Rider_Availability,Customer_Rating,Cancellation,Payment_Method
OD0000502,Swiggy,15-09-2025,15:25,Bengaluru,Indiranagar,Bengaluru Wok,Cafe,230,10.38,16,80,85,5,On-time,High,Clear,Medium,3.6,No,UPI
OD0000503,Swiggy,09-06-2025,20:35,Bengaluru,HSR Layout,Bengaluru Spice Hub,South Indian,171,3.63,19,40,38,-2,On-time,Medium,Clear,High,4.1,No,UPI
OD0000504,Zomato,06-12-2025,22:15,Bengaluru,Malleshwaram,Bengaluru Kitchen,North Indian,395,2.52,24,35,44,9,Late,Low,Clear,High,3.7,No,UPI
OD0000505,Zomato,01-06-2025,21:35,Mumbai,Navi Mumbai,Mumbai Spice Hub,Burger,264,6.01,11,52,41,-11,On-time,Medium,Foggy,Medium,4.3,No,UPI
OD0000506,Swiggy,27-06-2025,14:25,Delhi NCR,West Delhi,Delhi Tandoor,Pizza,546,4.54,20,49,40,-9,On-time,Medium,Clear,Medium,4.6,No,UPI
OD0000507,Swiggy,12-06-2025,22:35,Chennai,Adyar,Chennai Bites,North Indian,342,8.48,27,74,75,1,On-time,Medium,Clear,High,3.8,No,Card
OD0000508,Swiggy,02-02-2025,22:40,Lucknow,Aliganj,Lucknow Spice Hub,Desserts,247,1.62,8,23,20,-3,On-time,High,Clear,Low,4.1,Yes,UPI
OD0000509,Zomato,28-06-2025,20:15,Mumbai,Bandra,Mumbai Cafe,Desserts,150,4.87,10,45,49,4,On-time,Medium,Rainy,Medium,4.2,No,UPI
OD0000510,Swiggy,11-04-2025,20:20,Delhi NCR,Gurgaon,Delhi Kitchen,Chinese,330,6.44,19,64,69,5,On-time,Medium,Rainy,High,3.6,No,Wallet
OD0000511,Swiggy,25-09-2025,15:25,Pune,Baner,Pune Wok,Healthy,486,3.47,15,51,40,-11,On-time,High,Rainy,Medium,4.4,No,UPI
OD0000512,Zomato,19-11-2025,19:55,Mumbai,Andheri,Mumbai Treats,Burger,389,2.02,20,46,52,6,Late,High,Rainy,High,4.1,No,Wallet
OD0000513,Swiggy,06-03-2025,19:20,Ahmedabad,Vastrapur,Ahmedabad Delight,Biryani,317,7.7,20,65,67,2,On-time,Medium,Clear,Medium,3.8,No,UPI
OD0000514,Swiggy,17-06-2025,13:20,Kolkata,Ballygunge,Kolkata Tandoor,Street Food,243,3.12,9,23,34,11,Late,Low,Clear,Medium,3.9,No,UPI
OD0000515,Zomato,26-11-2025,13:30,Lucknow,Indira Nagar,Lucknow Spice Hub,Street Food,304,6.89,11,58,55,-3,On-time,High,Clear,Medium,4.6,No,UPI
OD0000516,Zomato,12-02-2025,13:35,Bengaluru,Electronic City,Bengaluru Bites,Street Food,235,2.95,16,30,51,21,Late,Low,Cloudy,High,3.8,No,UPI
OD0000517,Zomato,13-02-2025,08:30,Kolkata,Park Street,Kolkata Kitchen,Chinese,304,4.16,15,44,48,4,On-time,Medium,Clear,Low,4.5,Yes,UPI
OD0000518,Swiggy,12-10-2025,14:15,Hyderabad,Banjara Hills,Hyderabad Spice Hub,North Indian,303,6.31,17,64,93,29,Late,High,Clear,Medium,2.8,No,UPI
OD0000519,Swiggy,12-01-2025,12:25,Chennai,T Nagar,Chennai Treats,South Indian,261,5.51,14,46,30,-16,On-time,Low,Rainy,Medium,4.1,No,Card
OD0000520,Zomato,05-04-2025,14:05,Hyderabad,Secunderabad,Hyderabad Express,South Indian,399,2.94,15,43,34,-9,On-time,Medium,Rainy,Low,4.4,No,UPI
OD0000521,Zomato,29-10-2025,21:10,Mumbai,Navi Mumbai,Mumbai Treats,Pizza,471,5.86,19,59,79,20,Late,Medium,Clear,Low,3.2,No,UPI
OD0000522,Zomato,10-09-2025,14:35,Hyderabad,Kukatpally,Hyderabad Bites,Biryani,305,0.8,23,31,40,9,Late,Medium,Clear,High,3.9,No,UPI
OD0000523,Swiggy,30-08-2025,20:55,Hyderabad,Gachibowli,Hyderabad Cafe,South Indian,286,2.4,15,43,47,4,On-time,High,Rainy,Medium,4.3,No,Card
OD0000524,Swiggy,04-02-2025,19:05,Ahmedabad,Satellite,Ahmedabad Kitchen,Cafe,181,8.29,16,80,72,-8,On-time,High,Clear,Low,4.6,No,UPI
OD0000525,Swiggy,03-08-2025,13:10,Pune,Viman Nagar,Pune Tandoor,Desserts,219,4.46,10,38,36,-2,On-time,Medium,Cloudy,Medium,4.7,No,UPI
OD0000526,Swiggy,03-12-2025,22:05,Kolkata,Park Street,Kolkata Tandoor,Healthy,321,6.24,7,35,41,6,Late,Low,Clear,Medium,4.1,No,Cash
OD0000527,Swiggy,31-03-2025,20:20,Delhi NCR,Gurgaon,Delhi Express,Healthy,375,6.18,17,62,60,-2,On-time,High,Cloudy,High,4.4,No,Wallet
OD0000528,Zomato,21-09-2025,13:30,Pune,Viman Nagar,Pune Delight,South Indian,182,4.11,18,47,46,-1,On-time,Medium,Clear,Low,4.3,No,UPI
OD0000529,Swiggy,03-04-2025,22:05,Hyderabad,Madhapur,Hyderabad Treats,Pizza,434,5.03,24,56,65,9,Late,Low,Rainy,Medium,3.9,Yes,Wallet
OD0000530,Swiggy,31-03-2025,15:45,Jaipur,Mansarovar,Jaipur Bites,Chinese,266,2.45,16,35,39,4,On-time,Medium,Clear,Low,4.5,No,UPI
OD0000531,Swiggy,25-04-2025,20:55,Jaipur,Malviya Nagar,Jaipur Bites,Street Food,178,5.06,17,41,42,1,On-time,Low,Clear,Medium,4.5,No,Wallet
OD0000532,Swiggy,15-04-2025,15:00,Delhi NCR,Central Delhi,Delhi Bites,Cafe,400,3.82,15,35,37,2,On-time,Low,Clear,Low,4.6,No,Card
OD0000533,Swiggy,15-07-2025,20:45,Ahmedabad,Satellite,Ahmedabad Kitchen,Cafe,390,8.98,15,65,69,4,On-time,Medium,Cloudy,High,3.6,No,Cash
OD0000534,Swiggy,10-11-2025,12:40,Delhi NCR,South Delhi,Delhi Treats,Burger,99,3.4,8,30,29,-1,On-time,Medium,Clear,Low,4.5,No,Card
OD0000535,Swiggy,24-04-2025,10:40,Bengaluru,Koramangala,Bengaluru Kitchen,Biryani,345,5.83,21,64,67,3,On-time,Medium,Cloudy,Low,3.7,No,UPI
OD0000536,Swiggy,16-03-2025,19:30,Hyderabad,Hitech City,Hyderabad Tandoor,Healthy,172,4.25,14,43,38,-5,On-time,Medium,Clear,Low,4.5,No,UPI
OD0000537,Swiggy,05-08-2025,09:50,Delhi NCR,South Delhi,Delhi Delight,Pizza,249,6.43,21,80,85,5,On-time,High,Rainy,Medium,3.6,No,UPI
OD0000538,Zomato,04-10-2025,14:20,Pune,Kothrud,Pune Express,Chinese,347,2.09,15,32,30,-2,On-time,Medium,Clear,Low,4.1,No,UPI
OD0000539,Zomato,06-09-2025,21:05,Delhi NCR,Noida,Delhi Cafe,Healthy,273,4.54,6,35,30,-5,On-time,Medium,Rainy,High,4.2,No,UPI
OD0000540,Swiggy,13-06-2025,12:45,Mumbai,South Mumbai,Mumbai Spice Hub,Burger,366,5.98,15,50,57,7,Late,Medium,Cloudy,High,4.2,No,Wallet
OD0000541,Zomato,23-12-2025,21:10,Chennai,Anna Nagar,Chennai Grill House,Pizza,379,5.27,21,58,60,2,On-time,Medium,Clear,Low,3.9,No,UPI
OD0000542,Zomato,11-07-2025,14:50,Kolkata,Howrah,Kolkata Grill House,North Indian,436,5.79,22,68,69,1,On-time,High,Clear,Medium,3.8,No,UPI
OD0000543,Zomato,15-08-2025,15:55,Jaipur,Tonk Road,Jaipur Wok,Chinese,435,3.14,19,45,48,3,On-time,Medium,Rainy,High,4.6,No,UPI
OD0000544,Swiggy,26-06-2025,20:10,Kolkata,Howrah,Kolkata Cafe,Desserts,300,4.11,11,28,19,-9,On-time,Low,Clear,High,4.2,No,Card
OD0000545,Zomato,09-04-2025,15:00,Kolkata,Howrah,Kolkata Grill House,Chinese,228,4.76,17,49,53,4,On-time,Medium,Cloudy,Medium,4.2,No,UPI
OD0000546,Zomato,05-02-2025,12:15,Bengaluru,Indiranagar,Bengaluru Cafe,North Indian,161,6.36,19,48,47,-1,On-time,Low,Clear,Medium,4.3,No,UPI
OD0000547,Zomato,06-04-2025,18:20,Delhi NCR,South Delhi,Delhi Wok,Healthy,322,7.59,11,60,69,9,Late,Medium,Rainy,High,4.4,No,Cash
OD0000548,Swiggy,01-06-2025,22:20,Delhi NCR,Noida,Delhi Tandoor,Desserts,327,1.08,9,15,30,15,Late,Low,Cloudy,Medium,3.9,No,Cash
OD0000549,Zomato,31-05-2025,13:20,Hyderabad,Hitech City,Hyderabad Kitchen,Pizza,641,4.16,21,61,63,2,On-time,Medium,Rainy,Low,4.4,No,Card
OD0000550,Zomato,09-07-2025,12:50,Kolkata,Garia,Kolkata Express,Street Food,117,3.48,15,47,50,3,On-time,Medium,Rainy,Low,4.4,Yes,Card
OD0000551,Swiggy,12-08-2025,12:25,Bengaluru,Whitefield,Bengaluru Kitchen,Pizza,512,3.25,22,52,53,1,On-time,High,Clear,Medium,4.3,No,UPI
OD0000552,Swiggy,06-02-2025,15:55,Pune,Hadapsar,Pune Express,Burger,285,5.33,16,48,37,-11,On-time,Medium,Clear,Medium,4.1,No,Card
OD0000553,Zomato,25-09-2025,15:25,Hyderabad,Secunderabad,Hyderabad Grill House,Desserts,334,4.87,6,28,19,-9,On-time,Low,Clear,Medium,4.6,No,UPI
OD0000554,Swiggy,02-07-2025,23:55,Delhi NCR,West Delhi,Delhi Tandoor,Chinese,199,2.56,20,45,37,-8,On-time,High,Clear,Medium,4.2,No,UPI
OD0000555,Zomato,13-01-2025,21:05,Mumbai,South Mumbai,Mumbai Grill House,Biryani,316,2.46,23,39,43,4,On-time,Medium,Clear,High,4.1,No,UPI
OD0000556,Swiggy,06-10-2025,19:30,Ahmedabad,Maninagar,Ahmedabad Delight,North Indian,293,5.72,26,50,59,9,Late,Low,Clear,High,4.2,No,UPI
OD0000557,Zomato,05-08-2025,20:40,Pune,Hinjewadi,Pune Treats,Desserts,269,2.62,10,31,34,3,On-time,Medium,Rainy,Medium,4.3,No,UPI
OD0000558,Zomato,21-12-2025,12:05,Jaipur,Jagatpura,Jaipur Kitchen,Street Food,128,3.41,13,27,20,-7,On-time,Low,Clear,High,4.9,No,UPI
OD0000559,Swiggy,27-12-2025,14:20,Delhi NCR,West Delhi,Delhi Kitchen,South Indian,164,6.65,18,54,42,-12,On-time,Medium,Clear,High,4.9,No,UPI
OD0000560,Swiggy,13-10-2025,15:10,Lucknow,Hazratganj,Lucknow Tandoor,Desserts,254,5.14,10,50,47,-3,On-time,High,Clear,Low,4.4,No,UPI
OD0000561,Zomato,30-09-2025,21:35,Mumbai,Navi Mumbai,Mumbai Bites,Burger,220,7.9,14,66,84,18,Late,Medium,Rainy,High,2.9,Yes,Card
OD0000562,Zomato,03-03-2025,14:45,Delhi NCR,Central Delhi,Delhi Wok,Biryani,524,4.59,21,48,53,5,On-time,Medium,Clear,High,4.2,No,UPI
OD0000563,Swiggy,25-03-2025,16:50,Lucknow,Aliganj,Lucknow Tandoor,South Indian,340,9.27,18,60,67,7,Late,Low,Clear,Medium,3.6,No,Cash
OD0000564,Swiggy,05-08-2025,09:05,Mumbai,South Mumbai,Mumbai Bites,Desserts,203,4.43,6,29,30,1,On-time,Medium,Clear,High,4.8,No,UPI
OD0000565,Zomato,08-12-2025,22:25,Kolkata,Howrah,Kolkata Spice Hub,Desserts,253,7.2,19,72,65,-7,On-time,High,Clear,Medium,4.5,No,Card
OD0000566,Swiggy,06-07-2025,20:00,Mumbai,Powai,Mumbai Tandoor,Pizza,396,3.12,20,41,41,0,On-time,Medium,Cloudy,High,4.3,No,Card
OD0000567,Zomato,19-01-2025,15:00,Chennai,Adyar,Chennai Spice Hub,Cafe,321,3.5,12,35,23,-12,On-time,Medium,Cloudy,Medium,4.6,No,Wallet
OD0000568,Zomato,26-06-2025,13:50,Jaipur,Malviya Nagar,Jaipur Wok,Chinese,306,8.18,17,80,78,-2,On-time,Medium,Rainy,Low,4.2,Yes,UPI
OD0000569,Zomato,10-04-2025,15:45,Bengaluru,Electronic City,Bengaluru Spice Hub,Cafe,426,3.41,16,38,45,7,Late,Low,Rainy,Medium,4,Yes,UPI
OD0000570,Zomato,21-08-2025,13:50,Kolkata,Ballygunge,Kolkata Bites,Pizza,479,4.37,22,66,65,-1,On-time,High,Rainy,High,4.3,No,UPI
OD0000571,Zomato,17-03-2025,14:25,Mumbai,South Mumbai,Mumbai Grill House,South Indian,415,3.48,16,32,40,8,Late,Low,Clear,Medium,4.2,No,UPI
OD0000572,Zomato,22-09-2025,12:45,Chennai,Velachery,Chennai Bites,Cafe,178,7.05,12,49,47,-2,On-time,Medium,Clear,High,4.4,No,UPI
OD0000573,Zomato,11-10-2025,14:30,Bengaluru,Koramangala,Bengaluru Bites,North Indian,416,2.38,15,37,40,3,On-time,High,Clear,Medium,4.2,No,Cash
OD0000574,Zomato,25-07-2025,14:15,Mumbai,Navi Mumbai,Mumbai Treats,North Indian,227,7.41,18,61,52,-9,On-time,Medium,Clear,Medium,4,No,UPI
OD0000575,Zomato,11-08-2025,08:55,Bengaluru,Koramangala,Bengaluru Cafe,Desserts,172,5.29,11,62,64,2,On-time,High,Rainy,Low,4,No,UPI
OD0000576,Zomato,21-02-2025,15:40,Mumbai,Powai,Mumbai Wok,Chinese,331,5.17,11,41,41,0,On-time,Medium,Clear,Medium,4,No,UPI
OD0000577,Swiggy,05-12-2025,14:55,Jaipur,Jagatpura,Jaipur Bites,Healthy,533,4.68,15,48,56,8,Late,Medium,Rainy,High,4,No,UPI
OD0000578,Zomato,24-05-2025,14:55,Bengaluru,Malleshwaram,Bengaluru Wok,Desserts,201,7.3,12,62,69,7,Late,High,Clear,Medium,3.8,No,Wallet
OD0000579,Swiggy,10-03-2025,23:15,Mumbai,Bandra,Mumbai Cafe,Desserts,302,4.36,9,40,43,3,On-time,High,Clear,Medium,4.7,Yes,Cash
OD0000580,Zomato,09-04-2025,12:35,Hyderabad,Banjara Hills,Hyderabad Grill House,North Indian,196,3.38,18,45,54,9,Late,Medium,Cloudy,Low,4,No,UPI
OD0000581,Zomato,25-01-2025,15:05,Bengaluru,HSR Layout,Bengaluru Treats,North Indian,331,5.84,16,56,64,8,Late,Medium,Rainy,High,3.9,No,UPI
OD0000582,Swiggy,22-02-2025,21:50,Pune,Wakad,Pune Kitchen,South Indian,227,4.63,17,49,81,32,Late,Medium,Clear,Low,2.5,No,Cash
OD0000583,Swiggy,31-05-2025,12:40,Lucknow,Mahanagar,Lucknow Spice Hub,South Indian,307,8.72,10,47,40,-7,On-time,Low,Clear,High,4.2,No,UPI
OD0000584,Zomato,24-05-2025,21:10,Bengaluru,Indiranagar,Bengaluru Cafe,Pizza,361,6.62,23,54,52,-2,On-time,Low,Clear,Medium,4.1,No,UPI
OD0000585,Zomato,26-02-2025,20:25,Ahmedabad,Vastrapur,Ahmedabad Spice Hub,Cafe,367,5.49,13,36,37,1,On-time,Low,Clear,High,4.3,No,Cash
OD0000586,Swiggy,08-02-2025,19:15,Chennai,Tambaram,Chennai Kitchen,Desserts,356,7.67,6,56,72,16,Late,High,Clear,Medium,3.7,No,UPI
OD0000587,Swiggy,19-04-2025,20:35,Delhi NCR,Gurgaon,Delhi Delight,South Indian,354,1.9,19,34,30,-4,On-time,Medium,Clear,Medium,4.1,No,UPI
OD0000588,Swiggy,30-06-2025,14:35,Kolkata,Park Street,Kolkata Bites,Pizza,313,5.92,19,64,63,-1,On-time,High,Clear,Medium,4.1,No,UPI
OD0000589,Zomato,11-02-2025,20:45,Hyderabad,Kukatpally,Hyderabad Bites,Pizza,511,5,19,50,58,8,Late,Medium,Clear,Medium,4,No,Wallet
OD0000590,Zomato,05-07-2025,10:20,Kolkata,Salt Lake,Kolkata Express,Healthy,125,4.39,11,37,54,17,Late,Medium,Clear,Medium,4.1,No,UPI
OD0000591,Swiggy,11-08-2025,15:40,Jaipur,C Scheme,Jaipur Treats,Cafe,167,4.24,12,32,26,-6,On-time,Low,Clear,Medium,4.7,No,UPI
OD0000592,Swiggy,02-05-2025,15:45,Hyderabad,Gachibowli,Hyderabad Cafe,Healthy,471,7.03,14,57,58,1,On-time,Medium,Cloudy,Medium,4.3,No,Card
OD0000593,Swiggy,13-05-2025,14:50,Jaipur,Mansarovar,Jaipur Spice Hub,South Indian,199,1.08,16,32,30,-2,On-time,High,Clear,Low,4.4,No,Cash
OD0000594,Swiggy,12-06-2025,15:50,Pune,Baner,Pune Grill House,Biryani,432,5.75,21,62,76,14,Late,High,Clear,High,3.5,Yes,UPI
OD0000595,Swiggy,03-08-2025,20:40,Hyderabad,Secunderabad,Hyderabad Kitchen,South Indian,282,1.94,15,32,37,5,On-time,High,Clear,High,4.2,No,UPI
OD0000596,Zomato,09-08-2025,20:10,Chennai,Anna Nagar,Chennai Wok,Burger,294,4.31,18,57,61,4,On-time,High,Clear,Low,3.9,No,UPI
OD0000597,Zomato,23-08-2025,12:05,Bengaluru,Malleshwaram,Bengaluru Cafe,Biryani,303,4.7,20,53,49,-4,On-time,Medium,Clear,Low,4.6,No,UPI
OD0000598,Swiggy,27-11-2025,21:10,Lucknow,Aliganj,Lucknow Spice Hub,Desserts,275,8.03,10,46,52,6,Late,Low,Clear,Medium,4.2,No,UPI
OD0000599,Zomato,26-05-2025,13:25,Kolkata,New Town,Kolkata Express,South Indian,385,3.73,13,34,37,3,On-time,Medium,Clear,High,4.3,No,Cash
OD0000600,Zomato,27-08-2025,17:05,Delhi NCR,Noida,Delhi Spice Hub,Cafe,272,4.91,17,53,54,1,On-time,Medium,Cloudy,Low,4.1,No,UPI
OD0000601,Zomato,17-03-2025,14:10,Bengaluru,Koramangala,Bengaluru Tandoor,Pizza,315,2.34,18,40,38,-2,On-time,Medium,Foggy,Medium,4,Yes,UPI
OD0000602,Zomato,09-01-2025,19:40,Chennai,T Nagar,Chennai Delight,North Indian,389,5.81,23,80,81,1,On-time,High,Rainy,Low,3.8,No,UPI
OD0000603,Zomato,15-03-2025,20:10,Delhi NCR,South Delhi,Delhi Spice Hub,Chinese,274,2.14,24,46,70,24,Late,Medium,Rainy,High,3.1,No,UPI
OD0000604,Swiggy,10-09-2025,21:45,Delhi NCR,South Delhi,Delhi Express,Biryani,433,1.24,24,31,20,-11,On-time,Low,Cloudy,High,4.3,No,Card
OD0000605,Zomato,18-08-2025,12:05,Hyderabad,Banjara Hills,Hyderabad Spice Hub,Chinese,139,1.78,15,39,32,-7,On-time,High,Rainy,Medium,3.7,No,Card
OD0000606,Swiggy,07-01-2025,14:50,Bengaluru,Electronic City,Bengaluru Bites,Burger,225,4.23,11,41,49,8,Late,Medium,Cloudy,Low,4,No,Card
OD0000607,Zomato,23-06-2025,15:45,Bengaluru,Malleshwaram,Bengaluru Spice Hub,Burger,150,4.33,18,41,29,-12,On-time,Low,Clear,Low,4.2,No,Card
OD0000608,Zomato,21-05-2025,22:50,Mumbai,Andheri,Mumbai Kitchen,Street Food,125,7.07,12,58,51,-7,On-time,High,Clear,High,4.1,No,Card
OD0000609,Swiggy,17-06-2025,21:35,Mumbai,Bandra,Mumbai Cafe,Desserts,151,7.84,10,51,54,3,On-time,Medium,Clear,High,4.3,No,UPI
OD0000610,Swiggy,19-06-2025,15:20,Kolkata,Ballygunge,Kolkata Kitchen,Cafe,389,7.8,15,56,58,2,On-time,Medium,Clear,High,3.9,No,UPI
OD0000611,Zomato,10-10-2025,19:10,Hyderabad,Secunderabad,Hyderabad Kitchen,Street Food,280,7.1,8,59,55,-4,On-time,High,Clear,Low,4.7,No,UPI
OD0000612,Swiggy,02-05-2025,15:35,Mumbai,Powai,Mumbai Delight,Cafe,366,8.95,12,53,58,5,On-time,Low,Clear,Medium,4,No,UPI
OD0000613,Zomato,13-07-2025,13:25,Bengaluru,Koramangala,Bengaluru Tandoor,Desserts,393,5.71,7,51,42,-9,On-time,High,Cloudy,Low,4.5,No,UPI
OD0000614,Swiggy,05-01-2025,18:55,Chennai,OMR,Chennai Treats,North Indian,376,5.74,19,64,80,16,Late,Medium,Rainy,Medium,3.8,No,UPI
OD0000615,Zomato,29-01-2025,19:30,Delhi NCR,Central Delhi,Delhi Express,Chinese,456,8.45,19,64,68,4,On-time,Low,Rainy,High,3.9,No,UPI
OD0000616,Zomato,14-06-2025,14:40,Delhi NCR,South Delhi,Delhi Grill House,Pizza,458,2.57,23,42,62,20,Late,Medium,Clear,Medium,3.5,No,UPI
OD0000617,Swiggy,05-12-2025,21:15,Delhi NCR,Gurgaon,Delhi Spice Hub,Street Food,299,6.68,9,64,72,8,Late,High,Rainy,Medium,3.7,No,Card
OD0000618,Swiggy,16-05-2025,21:35,Ahmedabad,Satellite,Ahmedabad Wok,Burger,199,4.71,17,56,62,6,Late,High,Cloudy,Medium,4.2,No,UPI
OD0000619,Zomato,31-12-2025,12:00,Pune,Baner,Pune Cafe,Burger,314,7.47,9,64,71,7,Late,High,Clear,Low,3.9,No,Cash
OD0000620,Swiggy,17-11-2025,15:45,Pune,Hinjewadi,Pune Spice Hub,Pizza,416,7.16,17,50,49,-1,On-time,Low,Clear,Medium,4,No,UPI
OD0000621,Zomato,08-12-2025,13:25,Kolkata,New Town,Kolkata Delight,Burger,189,4.47,16,37,28,-9,On-time,Low,Clear,Medium,3.9,No,UPI
OD0000622,Swiggy,25-05-2025,18:15,Kolkata,New Town,Kolkata Tandoor,Cafe,284,2.39,15,30,36,6,Late,Medium,Clear,High,4.1,No,UPI
OD0000623,Zomato,23-11-2025,22:40,Hyderabad,Hitech City,Hyderabad Bites,North Indian,309,7.5,19,63,68,5,On-time,Medium,Clear,Medium,4.2,No,UPI
OD0000624,Swiggy,05-08-2025,21:35,Kolkata,Park Street,Kolkata Kitchen,North Indian,233,3.85,13,43,48,5,On-time,High,Clear,Medium,3.9,No,Cash
OD0000625,Zomato,28-10-2025,15:40,Delhi NCR,Central Delhi,Delhi Kitchen,Cafe,307,5.04,16,44,40,-4,On-time,Medium,Clear,High,4.4,No,UPI
OD0000626,Zomato,12-05-2025,20:15,Chennai,T Nagar,Chennai Delight,Healthy,217,2.56,13,33,39,6,Late,Medium,Rainy,High,3.8,No,UPI
OD0000627,Swiggy,19-10-2025,19:00,Pune,Hadapsar,Pune Tandoor,Cafe,240,4.08,14,33,30,-3,On-time,Low,Clear,Medium,4,No,UPI
OD0000628,Swiggy,11-03-2025,15:20,Hyderabad,Hitech City,Hyderabad Wok,Desserts,262,6.83,12,41,49,8,Late,Low,Clear,High,3.7,No,UPI
OD0000629,Swiggy,09-09-2025,19:30,Bengaluru,Electronic City,Bengaluru Kitchen,Street Food,276,5.57,10,35,34,-1,On-time,Low,Cloudy,High,4.7,No,UPI
OD0000630,Zomato,02-10-2025,14:55,Mumbai,Andheri,Mumbai Kitchen,Burger,285,3.3,18,38,30,-8,On-time,Medium,Clear,High,3.8,No,UPI
OD0000631,Zomato,30-12-2025,15:25,Kolkata,Howrah,Kolkata Delight,Cafe,185,1.04,14,21,15,-6,On-time,Low,Clear,Low,4.2,No,UPI
OD0000632,Swiggy,01-07-2025,12:45,Kolkata,Garia,Kolkata Tandoor,South Indian,250,6.18,17,74,70,-4,On-time,High,Rainy,Medium,3.7,No,Card
OD0000633,Zomato,16-06-2025,21:40,Jaipur,Mansarovar,Jaipur Wok,Biryani,304,3.97,24,51,59,8,Late,Medium,Clear,Medium,3.5,No,Card
OD0000634,Swiggy,01-04-2025,15:40,Bengaluru,Electronic City,Bengaluru Delight,South Indian,231,5.15,11,45,45,0,On-time,High,Clear,High,4.7,No,UPI
OD0000635,Zomato,21-07-2025,21:45,Pune,Hadapsar,Pune Spice Hub,Burger,253,4.53,13,40,51,11,Late,Medium,Cloudy,High,4,No,UPI
OD0000636,Swiggy,12-12-2025,19:10,Chennai,T Nagar,Chennai Treats,North Indian,402,3.95,17,42,58,16,Late,Medium,Cloudy,High,3.7,No,Card
OD0000637,Swiggy,19-01-2025,20:25,Jaipur,C Scheme,Jaipur Bites,Desserts,103,6.04,8,42,41,-1,On-time,Medium,Clear,Medium,4.4,No,Card
OD0000638,Zomato,08-02-2025,21:40,Hyderabad,Hitech City,Hyderabad Spice Hub,Desserts,226,3.06,11,37,31,-6,On-time,High,Cloudy,Medium,4.4,No,UPI
OD0000639,Swiggy,06-05-2025,12:15,Hyderabad,Secunderabad,Hyderabad Express,Desserts,277,5.1,9,50,64,14,Late,High,Rainy,High,3.6,No,UPI
OD0000640,Swiggy,22-06-2025,22:40,Chennai,Velachery,Chennai Kitchen,Biryani,306,5.63,25,64,81,17,Late,Medium,Cloudy,Medium,3.3,No,UPI
OD0000641,Swiggy,21-05-2025,12:10,Pune,Wakad,Pune Express,Healthy,238,7.5,13,62,76,14,Late,Medium,Rainy,High,3.5,No,UPI
OD0000642,Zomato,30-08-2025,22:40,Lucknow,Mahanagar,Lucknow Cafe,Pizza,529,4.9,18,39,46,7,Late,Low,Clear,High,4.2,No,UPI
OD0000643,Swiggy,08-08-2025,20:25,Delhi NCR,Gurgaon,Delhi Wok,South Indian,349,2.42,17,34,29,-5,On-time,Medium,Clear,Medium,4.3,No,UPI
OD0000644,Zomato,06-05-2025,18:10,Delhi NCR,Central Delhi,Delhi Delight,Pizza,566,6.15,17,63,61,-2,On-time,High,Clear,Medium,4.3,No,Cash
OD0000645,Zomato,27-02-2025,14:45,Jaipur,Mansarovar,Jaipur Grill House,Street Food,307,3.02,7,21,22,1,On-time,Low,Cloudy,High,4.7,No,UPI
OD0000646,Swiggy,28-05-2025,15:55,Hyderabad,Hitech City,Hyderabad Spice Hub,Cafe,128,3.46,12,42,56,14,Late,Medium,Rainy,Low,3.7,No,UPI
OD0000647,Swiggy,13-11-2025,22:00,Chennai,T Nagar,Chennai Delight,Street Food,168,3.8,13,40,39,-1,On-time,Medium,Rainy,High,4.8,No,UPI
OD0000648,Zomato,27-12-2025,12:30,Hyderabad,Banjara Hills,Hyderabad Tandoor,North Indian,364,4.43,20,61,65,4,On-time,High,Clear,Low,3.6,No,Card
OD0000649,Swiggy,01-01-2025,19:45,Delhi NCR,Gurgaon,Delhi Cafe,South Indian,301,7.39,18,55,54,-1,On-time,Low,Cloudy,Medium,4.5,No,UPI
OD0000650,Swiggy,14-12-2025,20:55,Pune,Hinjewadi,Pune Bites,Street Food,275,6.1,9,42,37,-5,On-time,Low,Foggy,Medium,4.5,No,UPI
OD0000651,Zomato,09-07-2025,15:10,Pune,Hadapsar,Pune Spice Hub,Healthy,250,2.6,10,22,21,-1,On-time,Low,Clear,Medium,4.2,No,UPI
OD0000652,Swiggy,10-07-2025,22:10,Bengaluru,Malleshwaram,Bengaluru Spice Hub,Pizza,545,7.83,13,55,62,7,Late,Low,Cloudy,Low,3.8,No,UPI
OD0000653,Swiggy,08-11-2025,20:00,Bengaluru,Electronic City,Bengaluru Bites,Cafe,202,6.92,9,53,67,14,Late,Medium,Rainy,High,3.7,No,UPI
OD0000654,Swiggy,27-04-2025,19:15,Ahmedabad,Navrangpura,Ahmedabad Treats,Burger,269,5.63,19,53,59,6,Late,Low,Rainy,Medium,3.8,No,UPI
OD0000655,Zomato,14-05-2025,14:30,Delhi NCR,Central Delhi,Delhi Treats,Healthy,238,0.8,12,18,19,1,On-time,Medium,Clear,High,4.8,No,UPI
OD0000656,Zomato,27-02-2025,13:30,Jaipur,Jagatpura,Jaipur Grill House,North Indian,334,3.11,17,47,44,-3,On-time,High,Clear,Low,4.1,No,Card
